ID;SEXO;EDAD;GRADO_INSTRUCCION;GRADO_OCUPACIONAL;TIPO_CARGO;AÑOS_TRABAJANDO;GERENCIA;AREA;CREDIBILIDAD;RESPETO;IMPARCIALIDAD;ORGULLO;CAMARADERIA;GENERAL;CALIFICACION;SUGERENCIA;TARGET
441;Masculino;de 31 a 38 años;Secundaria o menor;Asistente Servicios Generales;Trabajador;menos de 1 año;Gerencia de Operaciones;Servicios Generales;4.78125;4.733333333;4.833333333;4.666666667;4.75;5;Si, normalmente en diversas empresas el área de seguridad es tercerisada (contratan empresa de seguridad). Aquí no, aquí uno se siente parte de la empresa, es agradable, me siento comprometido.;Los ASG debemos de comprar nuestro uniforme, si bien no nos pueden dar terno, al menos hace un convenio con alguna empresa y acceder a un descuento ya que se compraría al por mayor. Sería excelente.;PROMOTOR
442;Masculino;de 39 a 45 años;Instituto superior o técnico incompleto;Asistente Servicios Generales;Trabajador;de 4 a 6 años;Gerencia de Operaciones;Servicios Generales;4.125;3.833333333;3.75;4.444444444;4.3;5;El trato amable que suele darse entre compañeros y el apoyo espiritual que se recibe de ellos. Fuerza de que nunca hay problemas con los pagos y eso hace que uno trabaje tranquilo.;Uniformes para los Asistentes de Servicios Generales, para estar y tener uniformidad, reunirnos con el área de Recursos Humanos más seguido, para mejorar en todo sentido, tanto a nivel de trabajo como familiar.;PROMOTOR
443;Masculino;de 39 a 45 años;Secundaria o menor;Asistente Servicios Generales;Trabajador;de 7 a 9 años;Gerencia de Operaciones;Servicios Generales;3.71875;3.866666667;3.791666667;4.111111111;3.9;5;Sí, su cálido recibimiento, el compañerismo que hay en la empresa.;Que dieran más oportunidades a las personas que tienen años trabajando, se lo merecen.;PROMOTOR
444;Masculino;de 31 a 38 años;Secundaria o menor;Asistente Servicios Generales;Trabajador;de 1 a 3 años;Gerencia de Operaciones;Servicios Generales;3.8125;3.433333333;3.666666667;3.888888889;4.1;3.5;Porque es un casino 5 estrellas reconocido internacionalmente, atender a los clientes y tener esa motivación de nosotros.;La comida que pagamos no es lo adecuado. Las 8 horas para poder estudiar. Rebajar más los beneficios para poder estudiar.;NEUTRO
445;Masculino;de 31 a 38 años;Instituto superior o técnico completo;Asistente Servicios Generales;Trabajador;de 1 a 3 años;Gerencia de Operaciones;Servicios Generales;4.3125;4.233333333;4.416666667;4.944444444;4.75;5;Infraestructura, trato, pago puntual, capacitación, desenvolvimiento en el área correspondiente.;Que los ASG trabajen 8 horas, den uniformes y el básico cambie solo en esta área.;PROMOTOR
446;Masculino;de 31 a 38 años;Instituto superior o técnico completo;Asistente Servicios Generales;Trabajador;de 10 a 15 años;Gerencia de Operaciones;Servicios Generales;4;3.933333333;4;4.555555556;3.65;5;Ambiente y pagos más beneficios.;Que los jefes se acerquen más al trabajador y consideren más su desempeño en la empresa.;PROMOTOR
447;Masculino;de 23 a 30 años;Secundaria o menor;Asistente Servicios Generales;Trabajador;menos de 1 año;Gerencia de Operaciones;Servicios Generales;3.46875;3.633333333;3.25;4.111111111;3.5;4;Que es acogedor.;Que nos traten de igual manera que las demás área,s ya que nos ponen algunas restricciones.;NEUTRO
448;Masculino;de 23 a 30 años;Secundaria o menor;Asistente Servicios Generales;Trabajador;menos de 1 año;Gerencia de Operaciones;Servicios Generales;3.84375;3.8;4.041666667;4.5;4.05;5;Tenemos buenos beneficios, cosa que otras empresas no cumplen.;Más comunicación de los jefes a sus trabajadores, preguntar ¿qué tal? ¿cómo te va? ¿te pasa algo? Cosas así.;PROMOTOR
449;Masculino;de 31 a 38 años;Universitaria completa;Asistente Servicios Generales;Trabajador;menos de 1 año;Gerencia de Operaciones;Servicios Generales;3.65625;3.466666667;3.458333333;4.333333333;3.9;4;Buen clima laboral, el pago está por encima del mercado, aunque por el trabajo que realizamos y el tiempo que se trabaja se puede considerar algo más.;Mejoraría el acercamiento del trabajo social, acercando esa área más a las necesidades personales, reconociendo dichas necesidades y apoyando el trabajo donde sentarnos y apoyo tanto económico como moral de la empresa.;NEUTRO
450;Masculino;22 años o menos;Secundaria o menor;Asistente Servicios Generales;Trabajador;más de 15 años;Gerencia de Operaciones;Servicios Generales;2.46875;2.5;2.583333333;3;2.8;3;No indica;Que paguen un sueldo que este de acuerdo a la canasta del hogar.;DETRACTOR
451;Femenino;de 23 a 30 años;Secundaria o menor;Asistente Servicios Generales;Trabajador;de 4 a 6 años;Gerencia de Operaciones;Servicios Generales;3.96875;4;4.083333333;3.944444444;4.4;4.5;El trabajo en equipo. Es una empresa con muchas ideas de crecimiento.;En mi área los supervisores.Las utilidades deben ser divididas a todos por igual.;PROMOTOR
452;Masculino;de 39 a 45 años;Instituto superior o técnico incompleto;Asistente Servicios Generales;Trabajador;de 10 a 15 años;Gerencia de Operaciones;Servicios Generales;3.6875;3.366666667;3.75;4.055555556;3.8;4;No indica;No indica;NEUTRO
453;Masculino;de 31 a 38 años;Instituto superior o técnico incompleto;Asistente Servicios Generales;Trabajador;de 7 a 9 años;Gerencia de Operaciones;Servicios Generales;3.375;3.133333333;3.125;4;3.75;4;Los compañeros, el trato con ellos el día a día.;El trato (igualdad) para con todos y no solo unos cuantos más allegados. Que se considere al colaborador por su trabajo y no por relación amical.;NEUTRO
454;Masculino;de 31 a 38 años;Instituto superior o técnico completo;Asistente Servicios Generales;Trabajador;de 1 a 3 años;Gerencia de Operaciones;Servicios Generales;3;3.066666667;2.958333333;2.944444444;2.9;3;Digamos que reconocen los beneficios pero cometen constantes errores en los pagos, es decir, se equivocan muchas veces en los sueldos.;Que a los ASG nos brinden los uniformes (ternos) ya que somos la única área a los cuales no nos dan lo antes mencionado.;DETRACTOR
455;Masculino;de 46 años o más;Secundaria o menor;Asistente Servicios Generales;Trabajador;de 10 a 15 años;Gerencia de Operaciones;Servicios Generales;2.75;3.266666667;2.916666667;3.444444444;2.2;1;Lo primero sería la infraestructura y las personas que laboran en esta empresa hacen un lugar único en el mundo.;Siempre lo digo, necesitamos urgente una asistencia de seguro social. Después que todos ganemos igual que los demás sin importar el grado ni la condición del empleado. Que haya un sindicato para que todo se cumpla con normalidad. Atentamente, Hugo Segovia (2242).;DETRACTOR
456;Masculino;22 años o menos;Universitaria incompleta;Asistente Servicios Generales;Trabajador;menos de 1 año;Gerencia de Operaciones;Servicios Generales;4.21875;3.866666667;3.958333333;4.166666667;3.85;4.5;La remuneración que tienen los empleados. El prestigio que tiene la empresa.;Apoyo con los horarios para que el trabajador pueda estudiar y así crecer profesionalmente. Bajar a 8 horas de trabajo.;PROMOTOR
457;Masculino;de 31 a 38 años;Secundaria o menor;Asistente Servicios Generales;Trabajador;menos de 1 año;Gerencia de Operaciones;Servicios Generales;4.375;4.166666667;4.75;4.833333333;4.55;5;Es el prestigio que ha logrado a través de los años. El ambiente exclusivo. Es extraordinario.;El ASG debería recibir uniforme y trabajar 8 horas.;PROMOTOR
458;Masculino;de 39 a 45 años;Instituto superior o técnico completo;Asistente Servicios Generales;Trabajador;de 7 a 9 años;Gerencia de Operaciones;Servicios Generales;4.75;4.666666667;4.75;4.888888889;4.85;5;Es una empresa que cumple con sus trabajadores con los pagos puntuales.;No indica;PROMOTOR
459;Masculino;de 31 a 38 años;Instituto superior o técnico incompleto;Asistente Servicios Generales;Trabajador;de 1 a 3 años;Gerencia de Operaciones;Servicios Generales;4.28125;4.166666667;4.791666667;4.722222222;4.7;5;Tenemos errores, pero hay mucha gente que trabaja aquí que nos hacen sentir cómodos y seguros de seguir trabajando aquí, día a día nos enseñan mucho.;En mi área de Servicios Generales mejoraría el horario de 10 horas a 8 y 45 como todas las demás áreas y el uniforme que sería beneficio para todos.;PROMOTOR
460;Masculino;de 23 a 30 años;Secundaria o menor;Asistente Servicios Generales;Trabajador;de 1 a 3 años;Gerencia de Operaciones;Servicios Generales;3.0625;2.866666667;2.666666667;2.555555556;3.4;1;Sí, el personal con el que trabajamos diariamente y por supuesto la infraestructura.;Lo que siempre vengo diciendo en todas las encuestas, igualdad para todas las áreas y para el personal, nada de favoritismos. PD: Se pide un sindicato. Atentamente, Carlos Canales (5083);DETRACTOR
461;Masculino;de 39 a 45 años;Instituto superior o técnico incompleto;Asistente Servicios Generales;Trabajador;de 1 a 3 años;Gerencia de Operaciones;Servicios Generales;3.875;3.9;3.916666667;4.111111111;3.8;4;Por ser una gran empresa. Por los compañeros que tiene la empresa.;No indica;NEUTRO
462;Masculino;de 39 a 45 años;Universitaria incompleta;Asistente Servicios Generales;Trabajador;de 7 a 9 años;Gerencia de Operaciones;Servicios Generales;2.84375;2.633333333;2.75;3.722222222;2.2;4;La puntualidad en los pagos, todos los beneficios.;La repartición de utilidades no está a a la altura del casino, los beneficios no son para todos (promociones). Contar con uniformes. Las posibilidades de ascensos para todos, no para recomendados.;DETRACTOR
463;Masculino;de 23 a 30 años;Instituto superior o técnico incompleto;Asistente Servicios Generales;Trabajador;menos de 1 año;Gerencia de Operaciones;Servicios Generales;3.84375;3.533333333;3.875;4.388888889;4.55;4;El nivel de personas que están con nosotros y el trato cálido que hay dentro.;Más oportunidades de estudio y facilidades de cambio.;PROMOTOR
464;Masculino;de 23 a 30 años;Instituto superior o técnico incompleto;Asistente Servicios Generales;Trabajador;menos de 1 año;Gerencia de Operaciones;Servicios Generales;3.96875;4.033333333;4.166666667;4.111111111;4.25;4.5;El buen ambiente que genera en sala es bueno para trabajar.;El horario que sea más flexible.;PROMOTOR
465;Masculino;de 31 a 38 años;Secundaria o menor;Asistente Servicios Generales;Trabajador;menos de 1 año;Gerencia de Operaciones;Servicios Generales;3.0625;2.766666667;3.083333333;3.666666667;2.8;3;Su infraestructura creo nadie puede negar que como casino somos el mejor (ambiente de sala, máquinas modernas). También la presentación de sala (higiene).;No hay unión entre áreas, cambiaría la forma de ser de muchos jefes, hacer capacitaciones y al final se te cruzan y ni saludan, más trabajo en equipo.;NEUTRO
466;Masculino;de 39 a 45 años;Secundaria o menor;Asistente Servicios Generales;Trabajador;de 7 a 9 años;Gerencia de Operaciones;Servicios Generales;4.4375;4.5;4.583333333;4.5;4.5;5;No indica;No indica;PROMOTOR
467;Masculino;de 39 a 45 años;Secundaria o menor;Asistente Servicios Generales;Trabajador;más de 15 años;Gerencia de Operaciones;Servicios Generales;3.3125;2.866666667;3.458333333;3.888888889;3.2;3.5;El buen trato por parte de la empresa y por los beneficios que te brindan.;No perjudicar al trabajar con sus beneficios en caso de enfermedad o fallecimiento de un familiar. Tendría que ver más comunicación, confianza, más herramientas de trabajo, más apoyo y que esto sea como nuestro hogar (familiarida).;NEUTRO
468;Masculino;de 23 a 30 años;Instituto superior o técnico incompleto;Asistente Servicios Generales;Trabajador;menos de 1 año;Gerencia de Operaciones;Servicios Generales;5;5;5;5;5;5;Sí, el buen trato a su personal y la confianza de desarrollarse en su área de trabajo.;Los horarios de amanecida.;PROMOTOR
469;Masculino;de 23 a 30 años;Instituto superior o técnico incompleto;Asistente Servicios Generales;Trabajador;de 1 a 3 años;Gerencia de Operaciones;Servicios Generales;3.40625;3.3;3.125;3.5;3.05;4;Que puede ser reconocido como un lugar exclusivo.;Dar horarios flexibles para poder estudiar y tener gente con más estudios.;NEUTRO
470;Femenino;de 23 a 30 años;Instituto superior o técnico completo;Asistente Servicios Generales;Trabajador;de 1 a 3 años;Gerencia de Operaciones;Servicios Generales;3.125;3.333333333;3.541666667;3.888888889;3.55;4;Sea una de las empresas con la mejor infraestructura a nivel latinoamérica. Ser cumplida con los pagos a sus trabajadores.;Más capacitaciones. Oportunidades, como implementar profesores o clases de inglés básico que nos ayudaría mucho para con nuestros invitados, ya que la mayoría de colaboradores no cuentan con las condiciones para estudiarlo.;NEUTRO
471;Masculino;de 31 a 38 años;Universitaria completa;Asistente Servicios Generales;Trabajador;de 1 a 3 años;Gerencia de Operaciones;Servicios Generales;3.09375;2.966666667;2.583333333;2.888888889;2.85;3;No indica;No indica;DETRACTOR
472;Masculino;de 31 a 38 años;Universitaria incompleta;Asistente Servicios Generales;Trabajador;menos de 1 año;Gerencia de Operaciones;Servicios Generales;3.9375;3.9;3.708333333;4.444444444;4.6;5;No indica;Uniformes y horas de trabajo.;PROMOTOR
473;Masculino;de 39 a 45 años;Instituto superior o técnico incompleto;Asistente Servicios Generales;Trabajador;de 7 a 9 años;Gerencia de Operaciones;Servicios Generales;4.15625;3.9;3.916666667;4.333333333;4.15;4;Es un equipo joven que está a la vanguardia de la modernidad, esto hace muy especial ya que uno ve un gran futuro como empresa.;Cambiaría nada, mejoraría la relación entre los jefes a los trabajadores, más comunicación.;PROMOTOR
474;Masculino;de 23 a 30 años;Secundaria o menor;Auxiliar de Ambiente (Servicios Generales);Trabajador;menos de 1 año;Gerencia de Operaciones;Servicios Generales;2.53125;3;3.083333333;3.444444444;2.9;4;En los pagos y beneficios que son puntuales a la hora de pagar.;Para cambiar de área creo yo que hay mucho protocolo para ascender de puesto.;NEUTRO
475;Masculino;de 23 a 30 años;Secundaria o menor;Auxiliar de Ambiente (Servicios Generales);Trabajador;de 1 a 3 años;Gerencia de Operaciones;Servicios Generales;3.6875;4.1;3.375;4;4.35;4;Que es el mejor casino del mundo.;Que hagan el hotel.;NEUTRO
476;Masculino;de 23 a 30 años;Instituto superior o técnico incompleto;Auxiliar de Ambiente (Servicios Generales);Trabajador;de 4 a 6 años;Gerencia de Operaciones;Servicios Generales;2.75;2.866666667;3.125;4.166666667;3.8;5;Cambios de turno, gym, instalaciones, pagos puntuales.;Mejorar la comida, muy cara. Que haya empleado del mes en todas las áreas. Que los jefes nos tomen más atención y que nos pregunten qué nos falta para mejorar. Mas oportunidades para estudiar.;NEUTRO
477;Masculino;de 31 a 38 años;Instituto superior o técnico incompleto;Auxiliar de Ambiente (Servicios Generales);Trabajador;de 4 a 6 años;Gerencia de Operaciones;Servicios Generales;2.71875;3.633333333;3.583333333;3.833333333;3.5;5;La puntualidad en sus pagos y un buen ambiente para poder trabajar.;Tener una movilidad para los trabajadores que salen a una hora donde no hmovilidad para poder llegar a su destino sin necesidad a esperar a que pase el primer carro.;NEUTRO
478;Masculino;22 años o menos;Instituto superior o técnico completo;Auxiliar de Ambiente (Servicios Generales);Trabajador;menos de 1 año;Gerencia de Operaciones;Servicios Generales;4.03125;3.666666667;3.791666667;3.833333333;3.85;4;A la hora de trabajar no hay quien te supervise de manera constante y esta hace que uno trabaje tranquilo y sin presión. Y en mi opinión esto logra que uno haga mejor trabajo.;Que el tiempo de descanso sea de 1 hora.;NEUTRO
